City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,hobyo,5.3505,48.5268,27.78,75,100,3.52,SO,1681342616
364,isiro,2.7739,27.616,19.53,96,99,0.5,CD,1681342616
365,north branford,41.3276,-72.7673,27.1,26,0,4.12,US,1681342616
366,abu dhabi,24.4667,54.3667,29.41,46,0,2.06,AE,1681342596
367,alofi,-19.0595,-169.9187,28.94,70,75,7.2,NU,1681342617
368,venice,27.0998,-82.4543,23.01,85,100,6.69,US,1681342617
369,bundaberg,-24.85,152.35,29.01,72,2,3.58,AU,1681342617
370,port-cartier,50.0334,-66.8654,10.82,89,57,3.69,CA,1681342617
371,sirjan,29.452,55.6814,15.82,42,81,4.6,IR,1681342617
372,srednekolymsk,67.45,153.6833,-13.04,77,100,0.67,RU,1681342617
373,nanortalik,60.1432,-45.2371,0.45,90,100,1.49,GL,1681342617
374,bima,-8.4667,118.7167,27.29,88,100,1.51,ID,1681342618
375,passos,-20.7189,-46.6097,19.15,94,100,0.5,BR,1681342505
376,bonga,7.2833,36.2333,16.39,96,100,1.2,ET,1681342619
377,ganzhou,28.8184,115.4327,23.04,88,16,1.35,CN,1681342619
378,kavieng,-2.5744,150.7967,27.13,80,100,4.54,PG,1681342619
379,salym,60.0625,71.4789,-9.24,92,100,3.82,RU,1681342619
380,kapit,2.0167,112.9333,25.01,94,71,0.31,MY,1681342619
381,channel-port aux basques,47.5702,-59.1367,2.35,98,100,2.58,CA,1681342619
382,miraflores,19.2167,-98.8083,24.36,44,65,4.75,MX,1681342620
383,fornosovo,59.5689,30.5544,6.81,88,86,4.55,RU,1681342620
384,leh,34.1667,77.5833,-7.49,53,14,3.29,IN,1681342620
385,west wendover,40.7391,-114.0733,21.56,21,20,2.57,US,1681342620
386,clermont,49.5,2.4167,8.17,76,85,11.05,FR,1681342620
387,khor,47.8861,134.9464,0.69,85,100,4.11,RU,1681342620
388,meulaboh,4.1363,96.1285,24.99,87,85,1.51,ID,1681342620
389,bowen,-20.0167,148.2333,29.8,64,99,2.54,AU,1681342620
390,abha,18.2164,42.5053,15.9,72,0,0.0,SA,1681342621
391,sisimiut,66.9395,-53.6735,-6.42,92,85,3.64,GL,1681342621
392,salinas,36.6777,-121.6555,16.45,61,40,7.72,US,1681342575
393,nabire,-3.3667,135.4833,28.4,67,54,0.44,ID,1681342621
394,ayagoz,47.9714,80.4392,1.26,43,15,2.68,KZ,1681342621
395,seoul,37.5683,126.9778,8.76,55,20,3.09,KR,1681342132
396,bugene,-1.5911,31.1403,14.15,94,91,1.22,TZ,1681342622
397,puchezh,56.9788,43.1676,6.14,70,81,2.94,RU,1681342622
398,hernani,43.2662,-1.9762,11.23,76,75,7.2,ES,1681342112
399,port keats,-14.25,129.55,27.15,85,100,2.66,AU,1681342623
400,santa isabel do rio negro,-0.4139,-65.0192,23.85,98,100,1.22,BR,1681342623
401,fortuna,40.5982,-124.1573,11.48,64,11,5.36,US,1681342455
402,kungurtug,50.5994,97.5228,-9.32,89,100,0.8,RU,1681342623
403,jiayuguan,39.8167,98.3,6.41,47,83,2.83,CN,1681342624
404,tomatlan,19.9333,-105.25,28.57,34,33,4.1,MX,1681342624
405,nanakuli,21.3906,-158.1547,28.97,56,20,5.66,US,1681342624
406,ketchikan,55.3422,-131.6461,5.26,75,100,4.12,US,1681342625
407,misratah,32.3754,15.0925,17.37,47,0,4.77,LY,1681342625
408,harindanga,22.0383,88.3214,26.58,43,0,2.85,IN,1681342625
409,mugumu,-1.85,34.7,15.1,95,99,1.89,TZ,1681342625
410,dzhebariki-khaya,62.2167,135.8,-2.63,90,96,1.11,RU,1681342626
411,sunndalsora,62.6754,8.5515,3.9,74,29,4.19,NO,1681342626
412,bulancak,40.9372,38.2291,9.9,93,75,1.03,TR,1681342626
413,baft,29.234,56.6057,12.2,46,65,1.91,IR,1681342626
414,pierre,44.3683,-100.351,19.51,42,0,6.69,US,1681342627
415,ixtapa,20.7,-105.2,26.24,65,75,5.14,MX,1681342627
416,mount isa,-20.7333,139.5,26.87,36,90,5.66,AU,1681342438
417,bourail,-21.5667,165.4833,27.17,73,82,2.11,NC,1681342627
418,bonavista,48.6499,-53.1147,-0.01,93,100,4.78,CA,1681342628
419,qinzhou,21.95,108.6167,23.45,86,100,4.39,CN,1681342628
420,tezu,27.9167,96.1667,22.18,37,34,1.27,IN,1681342628
421,rostovka,55.3842,71.8891,1.41,73,8,4.07,RU,1681342628
422,san francisco,37.7749,-122.4194,18.62,60,20,10.8,US,1681342142
423,jaciara,-15.9653,-54.9683,22.51,89,43,1.16,BR,1681342629
424,ngama,11.7833,17.1667,27.63,14,43,6.56,TD,1681342629
425,valdemarpils,57.3707,22.5919,7.36,82,100,2.49,LV,1681342629
426,glenwood springs,39.5505,-107.3248,21.51,56,100,7.72,US,1681342629
427,yarega,63.4354,53.5765,-16.52,78,49,4.87,RU,1681342630
428,consett,54.854,-1.8316,2.91,88,79,4.11,GB,1681342630
429,lorengau,-2.0226,147.2712,29.14,71,96,4.42,PG,1681342631
430,shuangyang,43.5242,125.6736,9.87,28,100,1.58,CN,1681342631
431,invermere,50.5167,-116.0354,6.31,53,100,0.47,CA,1681342631
432,bongandanga,1.5,21.05,19.77,96,84,0.76,CD,1681342631
433,santa marta,11.2408,-74.199,30.03,71,40,8.23,CO,1681342632
434,hualmay,-11.0964,-77.6139,23.7,78,69,5.36,PE,1681342632
435,nemuro,43.3236,145.575,4.75,61,4,7.83,JP,1681342632
436,zlobin,45.2924,14.6541,8.1,61,40,1.03,HR,1681342633
437,nuevo progreso,23.1667,-97.95,23.83,52,68,4.47,MX,1681342635
438,salisbury,51.0693,-1.7957,8.69,74,100,10.29,GB,1681342635
439,sao joao da barra,-21.6403,-41.0511,23.05,86,100,2.28,BR,1681342635
440,arman,59.7,150.1667,-3.88,71,8,1.31,RU,1681342635
441,soyo,-6.1349,12.3689,24.57,87,100,2.65,AO,1681342636
442,tlancualpican,18.4333,-98.7,31.66,24,76,2.81,MX,1681342636
443,mogadishu,2.0371,45.3438,27.83,76,100,5.64,SO,1681342636
444,kyritz,52.9421,12.397,8.23,97,99,3.2,DE,1681342636
445,neringa,55.3719,21.0647,7.26,88,41,5.69,LT,1681342637
446,canakkale,40.0833,26.8333,3.32,80,11,1.23,TR,1681342637
447,tambopata,-12.7333,-69.1833,25.94,89,20,0.0,PE,1681342637
448,kyabram,-36.3167,145.05,16.96,69,0,2.93,AU,1681342637
449,padang,-0.9492,100.3543,24.03,88,98,1.54,ID,1681342092
450,ondjiva,-17.0667,15.7333,21.02,68,66,0.51,AO,1681342638
451,rosetta,31.4044,30.4164,15.93,68,6,8.55,EG,1681342638
452,sola,-13.8833,167.55,28.51,74,83,4.96,VU,1681342325
453,kangaatsiaq,68.3065,-53.4641,-2.79,81,100,2.82,GL,1681342638
454,sao felix do xingu,-6.6447,-51.995,22.83,96,92,0.32,BR,1681342639
455,la ronge,55.1001,-105.2842,9.14,25,40,3.6,CA,1681342639
456,vieux-habitants,16.0589,-61.7659,24.76,76,24,3.64,GP,1681342639
457,houma,29.5958,-90.7195,21.0,69,75,8.75,US,1681342640
458,caravelas,-17.7125,-39.2481,23.46,93,29,1.52,BR,1681342640
459,verkhnevilyuysk,63.4453,120.3167,-6.24,91,98,1.2,RU,1681342640
460,tonder,54.9331,8.8667,7.02,93,100,0.45,DK,1681342136
461,salamanca,40.8333,-6.0,4.88,91,2,2.71,ES,1681342406
462,chupa,66.27,33.0549,-10.78,95,47,1.47,RU,1681342641
463,gucheng,35.9115,111.3192,18.42,59,100,0.49,CN,1681342641
464,havoysund,70.9963,24.6622,1.13,72,21,8.1,NO,1681342642
465,magadan,59.5667,150.8,-4.15,62,3,2.95,RU,1681342642
466,makakilo city,21.3469,-158.0858,28.18,60,20,8.75,US,1681342642
467,bengkulu,-3.8004,102.2655,23.98,89,87,1.85,ID,1681342517
468,nieuw nickerie,5.95,-56.9833,26.01,85,14,3.43,SR,1681342642
469,rong kwang,18.339,100.3174,28.71,40,89,0.7,TH,1681342643
470,tsumeb,-19.2333,17.7167,22.66,36,100,2.69,NA,1681342643
471,kattivakkam,13.2167,80.3167,27.26,88,0,3.41,IN,1681342643
472,kimbe,-5.5502,150.1429,26.18,89,99,2.47,PG,1681342643
473,yumen,40.2833,97.2,7.71,41,100,6.02,CN,1681342372
474,male,4.1748,73.5089,28.95,69,6,4.64,MV,1681342644
475,hailar,49.2,119.7,1.21,42,3,2.86,CN,1681342644
476,atuntaqui,0.3333,-78.2167,14.86,93,99,0.57,EC,1681342399
477,lingao,19.9103,109.6859,24.6,84,62,6.88,CN,1681342646
478,shache,38.4167,77.2406,14.29,24,42,2.82,CN,1681342646
479,udachnyy,66.4167,112.4,-15.49,76,81,2.55,RU,1681342646
480,esna,25.2934,32.554,16.01,36,0,2.24,EG,1681342647
481,yantzaza,-3.8278,-78.7594,21.05,96,96,0.38,EC,1681342647
482,vestmanna,62.1564,-7.1664,4.51,81,75,3.6,FO,1681342647
483,saint-etienne,45.4333,4.4,3.75,65,0,2.06,FR,1681342648
484,colares,38.7992,-9.4469,13.27,60,61,9.39,PT,1681342648
485,okitipupa,6.5047,4.7839,25.37,92,88,0.82,NG,1681342648
486,moyale,3.5167,39.0584,19.06,88,100,1.74,KE,1681342648
487,khatra,22.9833,86.85,26.68,19,0,2.89,IN,1681342649
488,adeje,28.1227,-16.726,21.44,85,0,8.75,ES,1681342510
489,duobao,30.67,112.6895,20.9,86,13,1.46,CN,1681342649
490,marawi,7.9986,124.2928,23.91,71,0,0.91,PH,1681342650
491,saint-louis,16.3333,-15.0,28.8,51,64,4.9,SN,1681342650
492,tarauaca,-8.1614,-70.7656,25.19,88,96,0.74,BR,1681342422
493,christchurch,-43.5333,172.6333,17.19,87,100,4.63,NZ,1681342536
494,kuito,-12.3833,16.9333,14.29,95,100,1.59,AO,1681342651
495,rincon,32.296,-81.2354,21.98,49,75,4.63,US,1681342605
496,leshukonskoye,64.8989,45.7622,-15.7,81,13,3.25,RU,1681342652
497,oyama,36.3,139.8,15.33,32,6,1.99,JP,1681342652
498,aykhal,66.0,111.5,-17.08,80,54,2.9,RU,1681342652
499,mahajanga,-15.7167,46.3167,25.01,94,20,1.03,MG,1681342653
500,totness,5.8833,-56.3167,25.25,88,37,2.86,SR,1681342653
501,olutanga,7.3106,122.8464,26.5,71,3,2.06,PH,1681342653
502,beyneu,45.3167,55.2,19.55,37,86,10.05,KZ,1681342653
503,lannion,48.75,-3.4167,10.01,74,44,2.24,FR,1681342653
504,anadyr,64.75,177.4833,-20.72,77,0,3.0,RU,1681342374
505,alihe,50.5667,123.7167,0.58,49,13,2.23,CN,1681342653
506,tshane,-24.0196,21.8684,19.79,37,2,4.23,BW,1681342653
507,boende,-0.2167,20.8667,21.4,90,100,0.22,CD,1681342654
508,tupik,54.4253,119.9327,-5.59,90,100,1.76,RU,1681342654
509,guerrero negro,27.9769,-114.0611,16.12,71,99,8.56,MX,1681342654
510,qovlar,40.948,45.735,14.24,88,100,1.25,AZ,1681342654
511,tandil,-37.3217,-59.1332,10.59,63,98,5.64,AR,1681342654
512,truro,50.2653,-5.0544,9.6,80,75,12.35,GB,1681342654
513,bose,45.4612,8.0137,10.16,94,100,0.81,IT,1681342655
514,oussouye,12.485,-16.5469,25.1,69,89,4.86,SN,1681342439
515,rehoboth,-23.3167,17.0833,17.02,38,0,2.07,NA,1681342655
516,lata,40.1629,-8.3327,10.04,77,35,1.31,PT,1681342656
517,kedrovyy,56.1667,91.8167,-2.77,68,100,5.07,RU,1681342657
518,falam,22.9167,93.6833,15.29,55,1,1.57,MM,1681342657
519,huambo,-12.7761,15.7392,16.89,94,100,2.06,AO,1681342657
520,sesheke,-17.4759,24.2968,21.37,47,48,2.24,ZM,1681342657
521,zhanaozen,43.3,52.8,15.83,50,50,2.32,KZ,1681342657
522,konstantinovskiy,57.8301,39.5899,-0.16,92,8,2.76,RU,1681342658
523,jiuquan,39.7432,98.5174,8.68,45,100,4.54,CN,1681342658
524,mumford,5.2618,-0.759,27.33,85,44,3.04,GH,1681342658
525,brae,60.3964,-1.353,5.93,83,24,5.67,GB,1681342658
526,alta floresta,-9.8756,-56.0861,24.9,100,75,1.03,BR,1681342658
527,camapua,-19.5314,-54.0439,22.79,89,100,0.67,BR,1681342658
528,pochutla,15.7432,-96.4661,29.9,52,72,2.28,MX,1681342659
529,biu,10.6129,12.1946,26.1,16,6,5.4,NG,1681342659
530,borogontsy,62.6683,131.1683,-1.34,81,100,3.23,RU,1681342574
531,doha,25.2867,51.5333,26.17,65,0,6.17,QA,1681342386
532,opole lubelskie,51.1478,21.969,4.77,83,54,1.21,PL,1681342659
533,russell,32.3502,-85.1999,22.78,40,0,3.09,US,1681342659
534,hun,29.1268,15.9477,17.64,17,0,2.83,LY,1681342659
535,guaira,-20.3183,-48.3106,21.62,87,100,1.42,BR,1681342659
536,urumqi,43.801,87.6005,3.53,87,0,2.0,CN,1681342660
537,morondava,-20.2833,44.2833,25.99,72,100,2.69,MG,1681342661
538,itupiranga,-5.1347,-49.3267,27.18,88,69,0.19,BR,1681342661
539,dhidhdhoo,6.8833,73.1,28.27,75,18,3.26,MV,1681342622
540,long beach,33.767,-118.1892,17.77,86,100,4.12,US,1681342172
541,shnogh,41.1469,44.8404,13.26,85,100,1.88,AM,1681342661
542,nongstoin,25.5167,91.2667,16.45,38,0,1.37,IN,1681342599
543,hailey,43.5196,-114.3153,8.83,58,75,2.06,US,1681342662
544,katherine,-14.4667,132.2667,27.18,83,95,0.51,AU,1681342662
545,kailua,21.4022,-157.7394,28.99,71,75,7.2,US,1681342509
546,forres,57.6113,-3.6108,5.92,86,40,8.23,GB,1681342662
547,dunmore town,25.5,-76.65,23.69,83,100,10.14,BS,1681342662
548,sosenskiy,54.059,35.9623,8.09,57,100,3.95,RU,1681342662
549,cabra,37.4725,-4.4421,11.99,72,100,1.54,ES,1681342662
550,maracas,-13.4411,-40.4308,19.07,91,56,3.8,BR,1681342662
551,key west,24.5557,-81.7826,27.22,71,0,3.6,US,1681342497
552,gbadolite,4.2833,21.0167,21.7,90,88,1.51,CD,1681342663
553,flinders,-34.5833,150.8552,16.88,90,91,6.43,AU,1681342663
554,lukovetskiy,64.2956,41.9211,-12.39,81,9,3.47,RU,1681342663
555,tosya,41.0155,34.0401,6.03,85,51,0.51,TR,1681342663
556,kamina,-8.7386,24.9906,18.46,95,100,1.46,CD,1681342514
557,gimli,50.6336,-96.9907,12.01,43,100,5.14,CA,1681341963
558,miri,4.4148,114.0089,24.08,94,20,0.51,MY,1681342664
559,olinda,-8.0089,-34.8553,27.85,74,40,5.14,BR,1681342651
560,anito,12.4497,125.2886,27.02,81,98,2.53,PH,1681342664
561,kieta,-6.2167,155.6333,28.08,77,89,0.73,PG,1681342664
562,corinto,37.9407,22.9573,14.38,69,2,2.27,GR,1681342588
563,baillif,16.0202,-61.7463,24.72,75,26,3.87,GP,1681342664
564,dombas,62.0696,9.1235,-3.26,95,84,2.06,NO,1681342664
565,ambilobe,-13.2,49.05,23.86,89,87,0.81,MG,1681342665
